IIZZ,-0.044438702558729226
IXIX,-0.012939414829276883
IXIY,-0.020289148800303997
IXXZ,0.004055134879227761
IXYZ,-0.020858988872220055
IYIX,0.003256119334007433
IYIY,0.04068608045732092
IYXZ,0.01669637343115174
IYYZ,-0.01280602082393329
IZIZ,0.023161068371383126
IZXX,0.022279049093025013
IZXY,-0.07581060213199085
IZYX,-0.06231545922071481
IZYY,0.005727880186822977
IZZI,0.005222535349126899
XIXI,-0.02466169981338981
XIYI,-0.016440081160303974
XIZX,0.05589303298908632
XIZY,0.010782823821790431
XXIZ,0.008677164757332559
XXXX,-0.0174177434703596
XXXY,-0.003084374867079611
XXYX,-0.006971661267197943
XXYY,0.016040541004222603
XXZI,-0.022492194146620792
XYIZ,-0.0230118704682438
XYXX,-0.004073507701528965
XYXY,0.06559942325300025
XYYX,0.003995367030719288
XYYY,0.02063158603322309
XYZI,0.021124600777800102
XZIX,0.0007390257873614164
XZIY,0.001672037713277064
XZXZ,0.035292446670281016
XZYZ,0.020172295888516663
YIXI,0.02156319784868288
YIYI,0.0032406235526538014
YIZX,0.009527315420147925
YIZY,-0.008247520295581574
YXIZ,-0.013663595779330344
YXXX,0.0036755877713398853
YXXY,0.03618887949886651
YXYX,0.021591847037739812
YXYY,-0.05241196354204668
YXZI,0.028449672731543106
YYIZ,-0.0414328627563825
YYXX,-0.013823028045180836
YYXY,0.039019572262891336
YYYX,-0.028163506628905665
YYYY,-0.03731126189938552
YYZI,-0.010067967867640984
YZIX,-0.04176016151739936
YZIY,0.006231272151026892
YZXZ,0.014502240443576543
YZYZ,0.036935616240211896
ZIIZ,-0.022733109156204523
ZIXX,0.036025604801880544
ZIXY,0.015859443816486962
ZIYX,-0.05476399741080373
ZIYY,-0.022503097389831576
ZIZI,0.06125072783334562
ZXXI,-0.03456019393659987
ZXYI,0.00495746402923309
ZXZX,-0.03352047559997229
ZXZY,0.003009579576048242
ZYXI,-0.020592370881002322
ZYYI,0.011292710597908371
ZYZX,-0.060941655939947555
ZYZY,-0.0076927332222960255
ZZII,0.008216993415357358
